image_id,vehicle_type,x1,y1,x2,y2,cropped_image_path
942,car,341,152,397,168,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000942_8.jpg
1001,car,381,186,469,208,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001001_5.jpg
1479,motorized_vehicle,413,97,433,108,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001479_1.jpg
842,single_unit_truck,29,28,42,37,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000842_2.jpg
1140,pedestrian,57,202,69,224,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001140_6.jpg
2625,car,249,95,332,144,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002625_0.jpg
2487,car,0,67,51,98,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002487_2.jpg
3203,car,217,170,348,265,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003203_2.jpg
1200,single_unit_truck,269,157,530,295,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001200_1.jpg
2743,car,56,46,92,67,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002743_1.jpg
1091,motorized_vehicle,38,27,54,40,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001091_2.jpg
589,car,256,182,392,270,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000589_2.jpg
3849,car,564,66,585,83,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003849_0.jpg
3724,car,184,77,228,94,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003724_2.jpg
1648,pickup_truck,267,101,340,157,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001648_3.jpg
1610,bus,426,138,715,282,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001610_2.jpg
2040,pickup_truck,412,131,602,202,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002040_0.jpg
461,pickup_truck,212,34,257,52,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000461_2.jpg
2761,car,394,140,447,163,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002761_5.jpg
207,car,205,281,296,357,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000207_7.jpg
274,car,113,178,283,253,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000274_1.jpg
1048,car,242,115,306,155,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001048_0.jpg
2546,car,95,35,129,49,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002546_2.jpg
1972,car,282,83,326,112,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001972_1.jpg
929,car,485,157,518,177,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000929_10.jpg
1898,car,64,299,239,423,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001898_4.jpg
2441,single_unit_truck,445,60,524,136,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002441_1.jpg
3167,car,153,26,185,35,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003167_1.jpg
3293,car,592,133,710,236,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003293_0.jpg
0,car,155,27,183,35,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000000_0.jpg
3407,motorcycle,189,121,228,192,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003407_0.jpg
1922,car,199,35,364,97,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001922_0.jpg
161,bus,205,144,545,295,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000161_2.jpg
3444,motorized_vehicle,231,3,280,19,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003444_0.jpg
2606,car,572,166,713,254,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002606_0.jpg
3459,motorized_vehicle,226,30,252,40,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003459_4.jpg
2047,car,619,84,712,152,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002047_0.jpg
3909,pickup_truck,321,119,379,156,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003909_4.jpg
3389,motorized_vehicle,0,51,17,71,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003389_2.jpg
1080,car,413,102,469,122,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001080_1.jpg
1896,car,174,45,273,87,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001896_1.jpg
2005,car,2,227,77,294,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002005_1.jpg
2765,car,411,152,454,164,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002765_3.jpg
818,car,460,191,595,260,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000818_0.jpg
827,bus,2,155,371,477,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000827_2.jpg
3644,car,431,149,559,208,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003644_1.jpg
839,motorized_vehicle,2,63,60,117,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000839_0.jpg
3789,car,278,63,292,79,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003789_1.jpg
663,work_van,388,31,418,58,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000663_0.jpg
3995,car,49,132,163,214,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003995_1.jpg
3660,car,206,52,237,68,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003660_0.jpg
3645,car,512,133,548,156,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003645_3.jpg
1565,car,508,150,542,161,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001565_5.jpg
2985,motorized_vehicle,199,114,213,128,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002985_2.jpg
1578,non-motorized_vehicle,509,83,568,118,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001578_1.jpg
207,car,529,149,568,178,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000207_8.jpg
1405,pedestrian,121,278,152,344,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001405_4.jpg
3802,motorized_vehicle,453,11,480,27,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003802_1.jpg
1208,motorized_vehicle,618,81,715,324,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001208_1.jpg
2134,car,452,63,535,105,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002134_10.jpg
3765,car,172,42,333,110,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003765_0.jpg
2272,car,456,13,495,27,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002272_2.jpg
1234,car,176,71,249,109,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001234_1.jpg
3541,car,683,70,710,83,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003541_2.jpg
2140,car,104,17,193,57,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002140_0.jpg
2880,pickup_truck,62,89,167,135,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002880_3.jpg
1173,car,2,48,44,69,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001173_0.jpg
3768,bus,524,54,584,116,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003768_1.jpg
557,pickup_truck,31,72,90,119,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000557_2.jpg
1999,car,445,108,484,135,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001999_2.jpg
1153,car,511,103,553,121,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001153_0.jpg
552,non-motorized_vehicle,482,126,628,214,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000552_0.jpg
60,car,238,89,284,109,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000060_2.jpg
2743,car,24,76,67,105,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002743_2.jpg
3435,car,183,29,262,58,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003435_0.jpg
1695,car,371,313,560,478,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001695_0.jpg
3133,car,92,55,192,96,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003133_0.jpg
1550,motorized_vehicle,296,91,338,130,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001550_2.jpg
859,car,211,70,240,82,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000859_1.jpg
1395,car,126,315,361,479,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001395_4.jpg
1544,pedestrian,157,243,179,297,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001544_8.jpg
1752,motorcycle,216,260,253,305,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001752_7.jpg
3471,car,508,216,676,319,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003471_0.jpg
77,car,63,165,111,191,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000077_1.jpg
3701,car,438,212,533,255,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003701_8.jpg
2742,car,234,228,427,309,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002742_0.jpg
2171,car,578,163,638,192,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002171_7.jpg
2921,work_van,180,92,234,116,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002921_3.jpg
3961,work_van,159,114,250,198,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003961_0.jpg
2890,pickup_truck,453,249,633,341,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002890_0.jpg
1590,motorized_vehicle,1,152,34,197,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001590_0.jpg
2889,bus,183,112,215,142,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002889_1.jpg
3852,car,611,133,638,160,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003852_4.jpg
3769,car,218,249,390,351,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003769_0.jpg
1127,single_unit_truck,266,124,360,159,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001127_0.jpg
3984,articulated_truck,17,103,387,343,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003984_0.jpg
1065,car,580,160,638,190,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001065_8.jpg
2658,motorized_vehicle,42,119,56,138,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002658_1.jpg
1783,car,125,333,374,477,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001783_0.jpg
2444,car,320,52,397,79,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002444_1.jpg
1829,car,1,49,37,73,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001829_0.jpg
1427,car,474,147,521,169,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001427_8.jpg
3380,car,653,23,701,46,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003380_0.jpg
47,car,431,40,453,58,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000047_1.jpg
2942,car,164,23,200,36,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002942_2.jpg
724,car,668,123,713,144,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000724_2.jpg
2251,motorized_vehicle,43,28,54,35,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002251_1.jpg
3817,car,154,27,180,35,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003817_2.jpg
2873,car,641,47,672,62,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002873_2.jpg
3792,car,3,57,17,76,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003792_0.jpg
3322,car,106,92,149,113,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003322_2.jpg
2228,car,408,122,451,160,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002228_1.jpg
1496,car,88,50,132,68,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001496_2.jpg
1395,car,606,180,650,226,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001395_5.jpg
3510,car,386,176,546,259,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003510_0.jpg
1436,car,16,104,105,158,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001436_0.jpg
185,car,141,177,201,213,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000185_0.jpg
3619,car,204,137,233,152,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003619_1.jpg
2813,car,201,20,325,72,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002813_2.jpg
1610,car,13,175,42,196,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001610_3.jpg
3642,car,102,147,216,227,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003642_0.jpg
504,car,392,94,437,115,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000504_1.jpg
2141,car,633,177,691,227,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002141_1.jpg
863,single_unit_truck,220,22,258,40,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000863_1.jpg
522,car,687,141,712,176,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000522_3.jpg
895,car,24,302,214,429,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000895_1.jpg
2193,pickup_truck,438,132,642,227,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002193_3.jpg
2590,car,316,162,519,259,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002590_0.jpg
1962,car,100,73,159,119,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001962_1.jpg
28,car,37,140,142,187,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000028_0.jpg
3274,pickup_truck,602,162,638,198,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003274_1.jpg
3266,car,217,77,249,94,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003266_0.jpg
3493,car,56,69,104,107,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003493_0.jpg
832,car,523,224,700,321,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000832_0.jpg
318,bus,221,125,480,282,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000318_4.jpg
43,car,555,78,632,129,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000043_7.jpg
2196,car,429,60,464,86,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002196_0.jpg
2211,car,445,65,522,91,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002211_2.jpg
921,car,411,171,516,240,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000921_1.jpg
367,pickup_truck,257,45,306,69,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000367_2.jpg
1940,car,217,35,245,43,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001940_1.jpg
3066,pickup_truck,65,132,228,196,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003066_2.jpg
1993,pedestrian,25,355,108,432,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001993_0.jpg
1242,pedestrian,573,318,629,394,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001242_1.jpg
3520,car,218,131,506,260,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003520_0.jpg
2705,car,47,31,64,43,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002705_1.jpg
1140,car,611,260,717,337,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001140_7.jpg
3834,car,125,129,172,169,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003834_0.jpg
737,pickup_truck,67,163,267,251,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000737_3.jpg
694,pedestrian,528,55,543,78,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000694_1.jpg
60,car,87,53,120,67,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000060_3.jpg
1578,motorized_vehicle,565,83,581,106,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001578_2.jpg
250,car,627,171,688,227,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000250_2.jpg
856,car,199,295,408,466,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000856_1.jpg
79,car,74,61,103,74,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000079_4.jpg
651,car,17,65,85,112,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000651_1.jpg
2757,car,162,174,331,250,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002757_0.jpg
3701,car,375,186,469,225,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003701_9.jpg
202,car,96,320,312,478,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000202_0.jpg
1592,car,594,149,701,199,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001592_0.jpg
501,car,400,194,480,246,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000501_2.jpg
2370,motorcycle,525,100,543,126,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002370_1.jpg
2650,car,437,54,456,70,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002650_1.jpg
976,car,532,234,624,296,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000976_6.jpg
2283,car,136,104,212,150,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002283_0.jpg
1040,car,325,70,365,99,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001040_2.jpg
2537,bicycle,171,160,193,210,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002537_0.jpg
1556,motorized_vehicle,670,232,714,354,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001556_0.jpg
3410,car,248,55,320,89,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003410_0.jpg
2656,car,466,72,504,96,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002656_0.jpg
2171,car,467,227,571,281,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002171_8.jpg
3479,bus,96,144,126,162,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003479_2.jpg
2472,car,409,187,561,297,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002472_0.jpg
18,car,8,43,62,76,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000018_1.jpg
3157,pedestrian,501,130,539,225,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003157_1.jpg
3175,articulated_truck,220,162,717,426,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003175_0.jpg
3468,car,558,151,634,192,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003468_6.jpg
2893,car,314,67,353,83,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002893_4.jpg
207,car,530,234,635,306,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000207_9.jpg
644,car,270,191,416,303,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000644_1.jpg
1667,pickup_truck,54,58,117,87,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001667_0.jpg
2968,car,184,168,262,205,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002968_1.jpg
1151,car,266,129,513,251,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001151_0.jpg
3253,car,141,40,190,66,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003253_0.jpg
1031,pickup_truck,107,92,188,131,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001031_2.jpg
580,car,598,68,697,128,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000580_2.jpg
1500,pickup_truck,21,154,218,260,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001500_1.jpg
933,car,609,130,640,156,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000933_2.jpg
1281,car,527,94,546,111,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001281_1.jpg
1734,car,84,44,122,58,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001734_1.jpg
3450,pickup_truck,204,292,433,434,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003450_0.jpg
2545,car,322,167,408,217,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002545_0.jpg
2459,car,49,45,72,56,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002459_1.jpg
3693,pedestrian,94,125,113,168,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003693_2.jpg
2163,motorized_vehicle,678,138,712,177,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002163_0.jpg
149,car,25,168,52,191,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000149_0.jpg
211,car,106,45,147,65,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000211_1.jpg
187,car,123,281,300,392,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000187_1.jpg
312,car,231,30,256,39,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000312_0.jpg
264,car,521,211,699,300,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000264_0.jpg
633,car,454,122,497,150,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000633_3.jpg
2393,car,530,280,712,377,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00002393_3.jpg
1658,pickup_truck,1,182,181,298,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001658_0.jpg
1392,car,68,97,111,129,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001392_3.jpg
404,motorized_vehicle,0,94,37,115,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000404_2.jpg
469,car,244,88,360,141,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000469_1.jpg
500,non-motorized_vehicle,0,143,19,162,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000500_1.jpg
477,bus,1,131,391,479,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000477_0.jpg
3550,car,673,203,710,234,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003550_3.jpg
3867,pickup_truck,4,56,42,72,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00003867_1.jpg
397,car,52,233,371,452,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00000397_6.jpg
1234,car,95,32,124,48,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001234_2.jpg
1573,bus,75,111,147,161,/content/drive/MyDrive/Colab Notebooks/Capstone 1/Part 1/Cropped_Train/00001573_2.jpg
